,id,host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bedrooms,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,a few days or more,within a day,within a few hours,within an hour,Hawaii,Honolulu,Kauai,Maui,Entire home/apt,Hotel room,Private room,Shared room
21,23639,733845,1.0,0.99,True,2.0,True,False,6,3.0,503.0,5,120,0,38,98.0,0,0,0,1,0,1,0,0,1,0,0,0
22,23814,733848,0.94,0.7,True,0.0,True,True,4,2.0,95.0,3,15,341,292,94.0,0,1,0,0,1,0,0,0,1,0,0,0
23,24119,733848,0.94,0.7,True,0.0,True,True,2,1.0,58.0,3,10,359,148,92.0,0,1,0,0,1,0,0,0,0,0,1,0
24,24500,733857,1.0,1.0,True,1.0,True,True,4,1.0,159.0,2,90,250,267,97.0,0,0,0,1,0,0,0,1,1,0,0,0
25,27240,733893,1.0,1.0,True,4.0,True,True,2,2.0,235.0,4,90,3,180,99.0,0,0,0,1,0,0,0,1,1,0,0,0
26,28106,733901,0.89,1.0,True,2.0,True,True,2,1.0,120.0,1,30,364,51,95.0,0,0,0,1,1,0,0,0,0,1,0,0
27,30279,733916,0.7,0.98,False,3.0,True,False,6,2.0,220.0,2,730,225,27,89.0,0,0,0,1,0,0,0,1,1,0,0,0
28,35084,733946,1.0,0.86,False,1.0,True,True,7,3.0,399.0,1,365,182,91,97.0,0,0,0,1,1,0,0,0,1,0,0,0
29,36789,733958,0.9,0.7,True,4.0,True,True,2,1.0,126.0,1,30,344,285,99.0,0,1,0,0,1,0,0,0,0,0,1,0
30,38634,733966,1.0,0.96,True,4.0,True,True,2,1.0,220.0,2,30,275,294,97.0,0,0,0,1,0,1,0,0,0,0,1,0
31,39898,733506,1.0,1.0,True,3.0,True,True,2,1.0,114.0,30,90,221,117,97.0,0,0,1,0,1,0,0,0,1,0,0,0
32,40298,733972,1.0,0.86,False,1.0,True,True,4,2.0,335.0,7,200,204,33,98.0,0,0,1,0,0,0,0,1,1,0,0,0
33,40803,733974,1.0,0.98,True,1.0,True,True,4,1.0,189.0,4,730,165,73,98.0,0,0,0,1,0,0,0,1,1,0,0,0
34,46215,733867,1.0,0.98,True,2.0,True,True,4,1.0,200.0,7,7,263,7,97.0,0,0,0,1,0,1,0,0,0,0,1,0
35,46473,734005,1.0,0.98,True,5.0,True,True,4,1.0,170.0,1,365,273,132,97.0,0,0,0,1,0,0,0,1,1,0,0,0
36,46477,734005,1.0,0.98,True,5.0,True,True,6,2.0,350.0,1,365,104,163,92.0,0,0,0,1,0,0,0,1,1,0,0,0
37,53165,734042,1.0,0.83,False,3.0,True,True,4,1.0,299.0,4,30,354,82,98.0,0,0,0,1,0,0,1,0,1,0,0,0
38,55000,734056,1.0,1.0,False,1.0,True,False,6,2.0,125.0,30,180,335,48,92.0,0,0,1,0,0,1,0,0,1,0,0,0
39,55990,734063,0.91,0.95,True,3.0,True,True,6,3.0,160.0,3,730,282,33,99.0,0,0,0,1,1,0,0,0,1,0,0,0
40,57640,734063,0.91,0.95,True,3.0,True,True,6,3.0,150.0,3,730,312,85,98.0,0,0,0,1,1,0,0,0,1,0,0,0
41,57642,734063,0.91,0.95,True,3.0,True,True,2,1.0,150.0,3,730,271,63,99.0,0,0,0,1,1,0,0,0,1,0,0,0
42,66800,733485,1.0,1.0,True,4.0,True,True,2,1.0,150.0,3,180,249,224,94.0,0,0,0,1,0,0,1,0,0,0,1,0
43,66838,734133,0.97,0.26,False,2.0,True,True,6,3.0,397.0,8,365,245,42,93.0,0,0,0,1,0,1,0,0,1,0,0,0
44,67431,734402,1.0,1.0,False,4.0,True,True,4,1.0,112.0,3,180,318,15,97.0,0,0,1,0,1,0,0,0,1,0,0,0
45,68045,735203,1.0,0.99,False,2.0,True,True,6,2.0,209.0,1,1125,0,309,92.0,0,0,0,1,0,1,0,0,1,0,0,0
46,71385,734164,0.86,0.89,False,13.0,True,True,8,3.0,279.0,7,365,298,71,96.0,0,0,0,1,0,0,1,0,1,0,0,0
47,74862,734005,1.0,0.98,True,5.0,True,True,4,1.0,164.0,2,365,221,182,94.0,0,0,0,1,0,0,0,1,1,0,0,0
48,79790,734204,1.0,0.65,True,3.0,True,True,2,1.0,58.0,3,365,271,60,98.0,0,0,1,0,1,0,0,0,1,0,0,0
49,81566,734210,1.0,0.89,True,1.0,True,True,4,2.0,228.0,7,1125,155,233,93.0,0,1,0,0,0,1,0,0,1,0,0,0
50,81582,734211,0.8,1.0,True,3.0,True,True,5,2.0,159.0,4,14,150,83,99.0,0,0,1,0,1,0,0,0,1,0,0,0
51,82917,733722,1.0,1.0,False,4.0,True,True,4,2.0,525.0,3,730,277,8,94.0,0,0,0,1,0,0,1,0,1,0,0,0
52,83221,734215,1.0,0.86,False,1.0,True,False,3,1.0,130.0,3,30,326,252,98.0,0,0,0,1,1,0,0,0,1,0,0,0
53,84405,734220,0.9,0.66,False,79.0,True,True,8,3.0,252.0,5,30,139,18,94.0,0,0,1,0,0,0,0,1,1,0,0,0
54,84458,734220,1.0,0.97,True,4.0,True,False,2,1.0,65.0,7,365,99,261,96.0,0,0,1,0,1,0,0,0,1,0,0,0
55,87596,734229,1.0,0.97,True,2.0,True,True,3,1.0,115.0,2,28,274,152,98.0,0,0,0,1,1,0,0,0,1,0,0,0
56,87671,734133,0.97,0.26,False,2.0,True,True,4,2.0,227.0,7,1125,278,58,92.0,0,0,0,1,0,1,0,0,1,0,0,0
57,91091,734234,1.0,0.5,False,3.0,True,True,4,1.0,500.0,1,14,365,7,100.0,0,0,0,1,0,0,1,0,0,0,1,0
58,102918,734234,1.0,0.5,False,3.0,True,True,4,1.0,500.0,1,14,365,18,98.0,0,0,0,1,0,0,0,1,0,0,1,0
59,104447,733789,1.0,1.0,True,5.0,True,False,2,1.0,95.0,30,730,348,19,96.0,0,0,0,1,0,1,0,0,1,0,0,0
60,112698,734204,1.0,0.65,True,3.0,True,True,2,1.0,105.0,1,365,278,67,95.0,0,0,1,0,1,0,0,0,1,0,0,0
61,118560,734098,1.0,0.99,True,4.0,True,True,2,1.0,127.0,1,30,215,206,98.0,0,0,0,1,1,0,0,0,1,0,0,0
62,125968,733447,1.0,0.88,True,4.0,True,True,2,1.0,100.0,4,200,347,26,93.0,0,1,0,0,1,0,0,0,1,0,0,0
63,136396,734001,1.0,0.75,True,3.0,True,True,4,1.0,299.0,180,365,295,1,100.0,0,1,0,0,0,0,1,0,1,0,0,0
64,138781,734296,1.0,0.99,False,4.0,True,True,2,1.0,66.0,3,28,297,132,89.0,0,0,0,1,0,1,0,0,0,0,1,0
65,145804,733447,1.0,0.88,True,4.0,True,True,4,3.0,175.0,30,200,125,6,97.0,0,1,0,0,1,0,0,0,1,0,0,0
66,152645,734304,1.0,0.95,False,4.0,True,False,2,1.0,75.0,3,730,194,163,90.0,0,0,1,0,0,0,1,0,1,0,0,0
67,153304,734304,1.0,0.95,False,4.0,True,False,6,2.0,135.0,3,730,227,105,93.0,0,0,1,0,0,0,1,0,1,0,0,0
68,153397,734304,1.0,0.95,False,4.0,True,False,8,3.0,175.0,3,730,120,16,95.0,0,0,1,0,0,0,1,0,1,0,0,0
69,155360,734314,1.0,0.85,False,6.0,True,False,6,3.0,323.0,6,730,176,36,97.0,0,0,1,0,0,0,0,1,1,0,0,0
70,162600,734316,0.71,0.96,False,91.0,True,True,4,2.0,533.0,1,1125,0,16,99.0,0,1,0,0,0,0,1,0,1,0,0,0
71,164963,734320,0.52,0.08,False,12.0,True,True,7,2.0,450.0,7,365,323,128,96.0,0,1,0,0,0,1,0,0,1,0,0,0
72,168169,734328,1.0,0.95,True,1.0,True,False,5,2.0,135.0,2,30,296,66,91.0,0,0,0,1,1,0,0,0,1,0,0,0
73,168203,735072,1.0,0.8,False,1.0,False,False,2,1.0,95.0,3,60,187,92,92.0,0,0,1,0,1,0,0,0,1,0,0,0
74,168205,734328,1.0,1.0,True,5.0,True,True,8,3.0,190.0,1,365,240,232,97.0,0,0,0,1,1,0,0,0,1,0,0,0
75,181179,734343,1.0,0.92,False,2.0,True,True,4,2.0,144.0,3,90,169,62,98.0,0,0,1,0,1,0,0,0,1,0,0,0
76,181270,734343,1.0,0.92,False,2.0,True,True,2,1.0,124.0,3,90,217,64,94.0,0,0,1,0,1,0,0,0,1,0,0,0
77,181989,734344,1.0,0.9,True,1.0,True,True,2,1.0,315.0,3,30,117,194,95.0,0,0,0,1,0,0,0,1,1,0,0,0
78,190090,734352,1.0,0.98,False,3.0,True,True,5,2.0,275.0,4,25,237,62,98.0,0,0,0,1,1,0,0,0,1,0,0,0
79,190231,734352,1.0,0.98,False,3.0,True,True,3,1.0,195.0,2,30,296,21,99.0,0,0,0,1,1,0,0,0,1,0,0,0
80,192610,734355,1.0,0.57,True,3.0,True,True,4,1.0,250.0,4,365,251,230,94.0,0,1,0,0,0,0,0,1,1,0,0,0
81,195296,734359,0.94,0.38,True,1.0,True,False,3,1.0,134.0,2,90,295,225,96.0,0,1,0,0,1,0,0,0,1,0,0,0
82,198495,734363,0.92,0.89,False,3.0,True,True,8,3.0,319.0,5,365,187,73,95.0,0,0,1,0,0,1,0,0,1,0,0,0
83,198657,734363,0.92,0.89,False,3.0,True,True,6,3.0,296.0,5,365,187,65,89.0,0,0,1,0,0,1,0,0,1,0,0,0
84,198734,734363,1.0,1.0,True,5.0,True,True,6,3.0,135.0,1,90,258,144,93.0,0,0,0,1,1,0,0,0,1,0,0,0
85,200441,734365,1.0,1.0,False,4.0,True,True,2,1.0,179.0,1,14,236,29,95.0,0,0,0,1,0,0,0,1,0,0,1,0
86,201618,734367,1.0,1.0,True,1.0,True,True,16,3.0,398.0,5,45,121,11,98.0,0,0,1,0,1,0,0,0,1,0,0,0
87,202338,734367,0.92,1.0,True,1.0,True,False,2,1.0,139.0,1,365,311,141,95.0,0,0,0,1,1,0,0,0,1,0,0,0
88,204711,734369,1.0,1.0,True,2.0,True,True,6,2.0,225.0,3,365,0,29,97.0,0,0,0,1,1,0,0,0,1,0,0,0
89,205599,734372,1.0,1.0,True,2.0,True,True,4,1.0,165.0,2,365,0,59,98.0,0,0,1,0,1,0,0,0,1,0,0,0
90,205622,734372,1.0,1.0,True,2.0,True,True,8,3.0,350.0,5,365,2,37,99.0,0,0,1,0,1,0,0,0,1,0,0,0
91,205804,733506,1.0,1.0,True,3.0,True,True,2,1.0,98.0,30,1125,0,6,93.0,0,0,1,0,1,0,0,0,1,0,0,0
92,210968,734379,1.0,0.99,False,2.0,True,False,4,1.0,128.0,3,60,1,357,93.0,0,0,0,1,0,1,0,0,1,0,0,0
93,216766,734386,0.96,0.85,False,22.0,True,True,6,2.0,365.0,1,365,1,117,92.0,0,0,0,1,0,0,0,1,1,0,0,0
94,217936,734024,1.0,1.0,True,12.0,True,True,2,1.0,170.0,1,365,354,61,95.0,0,0,1,0,1,0,0,0,0,0,1,0
95,218378,734257,1.0,0.78,True,2.0,True,False,4,1.0,225.0,7,365,210,8,94.0,0,0,0,1,0,0,0,1,1,0,0,0
96,218666,734388,0.6,0.87,False,3.0,True,True,4,1.0,229.0,2,60,300,85,95.0,0,1,0,0,0,0,0,1,1,0,0,0
97,222203,733958,0.9,0.7,True,4.0,True,True,2,1.0,144.0,1,760,346,47,100.0,0,1,0,0,1,0,0,0,0,0,1,0
98,227594,734400,1.0,1.0,False,2.0,True,True,8,1.0,125.0,30,760,365,369,92.0,0,0,0,1,0,1,0,0,0,0,1,0
99,227803,734401,1.0,1.0,False,6.0,True,True,3,1.0,124.0,5,120,284,83,95.0,0,0,1,0,1,0,0,0,1,0,0,0
100,230529,734397,1.0,0.71,True,1.0,True,False,4,1.0,120.0,6,365,266,382,99.0,0,0,1,0,1,0,0,0,1,0,0,0
101,234499,734220,1.0,0.97,True,4.0,True,False,2,1.0,68.0,7,180,129,124,97.0,0,0,1,0,1,0,0,0,1,0,0,0
102,238177,734415,0.97,0.95,True,7.0,True,True,2,1.0,95.0,1,90,76,22,99.0,0,0,1,0,1,0,0,0,1,0,0,0
103,238797,734415,1.0,1.0,False,1.0,True,True,6,3.0,250.0,3,365,0,44,95.0,0,0,0,1,0,0,1,0,1,0,0,0
104,239370,734416,1.0,0.98,True,2.0,True,True,4,1.0,143.0,2,1125,194,84,91.0,0,0,0,1,0,1,0,0,1,0,0,0
105,245410,734423,1.0,1.0,True,4.0,True,True,4,1.0,89.0,30,365,317,42,92.0,0,0,0,1,1,0,0,0,1,0,0,0
106,248735,733454,1.0,0.98,True,2.0,True,True,4,2.0,295.0,2,760,325,150,99.0,0,0,0,1,0,0,1,0,1,0,0,0
107,251343,734431,1.0,1.0,True,1.0,True,True,12,5.0,324.0,2,120,275,69,96.0,0,0,0,1,1,0,0,0,1,0,0,0
108,253427,734434,0.9,1.0,False,1.0,True,True,4,1.0,130.0,6,30,284,62,98.0,0,1,0,0,0,0,0,1,1,0,0,0
109,257196,734355,1.0,1.0,False,4.0,True,True,2,1.0,203.0,1,1125,331,3,100.0,0,1,0,0,1,0,0,0,0,1,0,0
110,258691,734442,1.0,0.93,True,1.0,True,True,6,2.0,225.0,4,180,277,56,97.0,0,0,1,0,1,0,0,0,1,0,0,0
111,263442,734448,1.0,0.98,True,3.0,True,True,6,2.0,249.0,5,60,252,38,99.0,0,0,1,0,0,1,0,0,1,0,0,0
112,266804,734453,1.0,0.91,True,5.0,True,True,4,2.0,151.0,5,30,103,27,92.0,0,0,0,1,0,0,0,1,1,0,0,0
113,270799,734458,1.0,1.0,True,1.0,True,True,4,1.0,177.0,5,60,278,166,97.0,0,0,0,1,0,0,0,1,1,0,0,0
114,271025,734456,1.0,1.0,True,7.0,True,True,2,1.0,111.0,2,7,229,56,96.0,0,0,0,1,1,0,0,0,0,0,1,0
115,274808,734386,0.96,0.85,False,22.0,True,True,4,1.0,199.0,1,365,365,87,92.0,0,0,0,1,0,0,0,1,1,0,0,0
116,274810,734464,0.7,0.88,False,8.0,True,False,6,3.0,250.0,1,1125,358,29,99.0,0,1,0,0,1,0,0,0,1,0,0,0
117,274864,734464,0.7,0.88,False,8.0,True,False,6,3.0,250.0,1,1125,350,10,84.0,0,1,0,0,1,0,0,0,1,0,0,0
118,274899,734464,0.7,0.88,False,8.0,True,False,8,4.0,295.0,1,1125,323,3,100.0,0,1,0,0,1,0,0,0,1,0,0,0
119,278204,734470,1.0,0.98,False,7.0,True,True,4,1.0,120.0,3,365,0,60,88.0,0,0,0,1,0,0,0,1,1,0,0,0
120,283017,734476,1.0,1.0,True,1.0,True,False,2,1.0,175.0,1,60,220,542,96.0,0,0,0,1,1,0,0,0,1,0,0,0
121,283375,734456,1.0,1.0,True,7.0,True,True,3,1.0,123.0,2,7,336,53,98.0,0,0,0,1,1,0,0,0,0,0,1,0
122,285009,734005,1.0,0.98,True,5.0,True,True,4,1.0,119.0,2,365,199,186,96.0,0,0,0,1,0,0,0,1,1,0,0,0
123,288161,734405,1.0,0.92,False,5.0,True,False,2,1.0,80.0,30,1124,357,84,96.0,0,0,0,1,0,1,0,0,0,0,1,0
124,288185,734405,1.0,0.92,False,5.0,True,False,2,1.0,100.0,30,1125,365,112,97.0,0,0,0,1,0,1,0,0,0,0,1,0
125,289022,734464,0.7,0.88,False,8.0,True,False,4,2.0,175.0,1,1125,358,3,60.0,0,1,0,0,1,0,0,0,1,0,0,0
126,289023,734464,0.7,0.88,False,8.0,True,False,2,1.0,99.0,1,1125,357,31,86.0,0,1,0,0,1,0,0,0,1,0,0,0
127,293054,734489,1.0,0.93,False,3.0,True,True,4,2.0,110.0,3,90,139,11,91.0,0,0,0,1,1,0,0,0,1,0,0,0
128,298221,734456,1.0,1.0,True,7.0,True,True,4,2.0,149.0,4,7,137,65,96.0,0,0,0,1,1,0,0,0,1,0,0,0
129,300353,734500,1.0,1.0,True,2.0,True,True,4,2.0,380.0,3,1125,197,158,100.0,0,0,0,1,0,0,0,1,1,0,0,0
130,300379,734296,1.0,0.99,False,4.0,True,True,1,1.0,61.0,3,28,301,181,91.0,0,0,0,1,0,1,0,0,0,0,1,0
131,307004,734509,1.0,0.88,True,3.0,True,True,2,1.0,229.0,30,60,203,204,100.0,0,0,1,0,0,1,0,0,1,0,0,0
132,312200,734516,1.0,1.0,True,1.0,True,True,7,2.0,131.0,2,125,305,473,99.0,0,0,0,1,1,0,0,0,1,0,0,0
133,318028,734521,1.0,0.83,True,1.0,True,True,2,1.0,95.0,7,180,319,67,98.0,0,0,1,0,1,0,0,0,1,0,0,0
134,320684,734525,1.0,0.67,True,3.0,True,True,4,1.0,149.0,2,60,360,34,99.0,0,0,1,0,1,0,0,0,0,0,1,0
135,330691,734525,1.0,0.67,True,3.0,True,True,4,1.0,159.0,2,60,353,68,97.0,0,0,1,0,1,0,0,0,0,0,1,0
136,333624,734537,1.0,1.0,True,1.0,True,True,2,1.0,100.0,3,8,359,104,99.0,0,0,1,0,1,0,0,0,0,0,1,0
137,342139,734460,0.76,0.92,False,14.0,True,False,2,1.0,84.0,1,1125,310,55,83.0,0,0,0,1,1,0,0,0,0,0,1,0
138,342153,734460,0.76,0.92,False,14.0,True,False,2,1.0,106.0,1,1125,333,72,87.0,0,0,0,1,1,0,0,0,0,0,1,0
139,342158,734460,0.76,0.92,False,14.0,True,False,2,1.0,138.0,1,1125,337,45,88.0,0,0,0,1,1,0,0,0,0,0,1,0
140,342159,734460,0.76,0.92,False,14.0,True,False,2,1.0,117.0,1,1125,325,24,85.0,0,0,0,1,1,0,0,0,0,0,1,0
141,342351,734086,1.0,0.9,False,8.0,True,True,3,1.0,119.0,2,1125,329,73,96.0,0,0,1,0,1,0,0,0,1,0,0,0
142,347803,734386,0.96,0.85,False,22.0,True,True,6,2.0,365.0,1,1125,365,52,91.0,0,0,0,1,0,0,0,1,1,0,0,0
143,347808,734386,0.96,0.85,False,22.0,True,True,6,2.0,349.0,1,1125,1,60,94.0,0,0,0,1,0,0,0,1,1,0,0,0
144,363961,734563,1.0,0.98,True,5.0,True,True,2,1.0,415.0,3,1125,226,46,100.0,0,0,0,1,0,0,0,1,1,0,0,0
145,375102,734475,1.0,1.0,True,1.0,True,False,2,1.0,178.0,6,180,351,134,99.0,0,0,1,0,0,0,0,1,1,0,0,0
146,375206,734386,0.96,0.85,False,22.0,True,True,6,2.0,295.0,1,1125,300,3,80.0,0,0,0,1,0,0,0,1,1,0,0,0
147,375207,734386,0.96,0.85,False,22.0,True,True,8,3.0,405.0,1,1125,204,102,94.0,0,0,0,1,0,0,0,1,1,0,0,0
148,381247,734574,1.0,0.88,True,1.0,True,True,3,2.0,121.0,2,30,303,286,98.0,0,0,0,1,1,0,0,0,1,0,0,0
149,385185,734577,1.0,0.7,False,2.0,True,True,2,1.0,85.0,6,90,112,236,96.0,0,0,1,0,0,1,0,0,0,0,1,0
150,395908,734333,1.0,1.0,True,1.0,True,True,2,1.0,99.0,30,31,341,243,97.0,0,0,1,0,1,0,0,0,1,0,0,0
151,408489,734509,1.0,0.88,True,3.0,True,True,2,1.0,289.0,30,60,79,39,99.0,0,0,1,0,0,1,0,0,1,0,0,0
152,408595,734592,1.0,0.99,True,29.0,True,True,5,3.0,279.0,3,1125,266,15,96.0,0,0,0,1,0,0,1,0,1,0,0,0
153,410705,734593,1.0,1.0,False,1.0,True,True,3,1.0,110.0,3,1125,335,165,94.0,0,0,0,1,0,0,0,1,0,0,1,0
154,416936,734597,1.0,1.0,True,1.0,True,False,8,3.0,270.0,2,60,255,48,99.0,0,0,0,1,1,0,0,0,1,0,0,0
155,419153,734599,0.9,1.0,True,9.0,True,True,2,1.0,174.0,1,365,357,31,100.0,0,0,0,1,0,0,1,0,1,0,0,0
156,420399,734586,1.0,1.0,False,1.0,True,True,3,2.0,105.0,30,90,181,2,100.0,0,0,0,1,0,1,0,0,1,0,0,0
157,421737,734602,1.0,0.8,True,1.0,True,False,2,1.0,95.0,3,30,328,144,98.0,0,0,0,1,1,0,0,0,1,0,0,0
158,424902,734603,1.0,0.67,True,1.0,True,True,4,1.0,200.0,30,60,312,150,97.0,0,0,1,0,0,1,0,0,1,0,0,0
159,426613,734532,1.0,1.0,False,3.0,True,True,2,1.0,89.0,1,1125,328,191,91.0,0,0,0,1,0,1,0,0,1,0,0,0
160,427992,734605,1.0,0.22,False,1.0,True,False,6,2.0,250.0,3,365,357,17,94.0,0,0,1,0,0,0,0,1,1,0,0,0
161,438923,734613,1.0,1.0,True,1.0,True,True,2,1.0,75.0,3,30,258,320,96.0,0,0,0,1,0,1,0,0,0,0,1,0
162,440924,734231,1.0,0.97,True,3.0,True,True,8,3.0,199.0,4,90,353,93,97.0,0,0,0,1,0,0,1,0,1,0,0,0
163,444403,734489,1.0,0.93,False,3.0,True,True,4,2.0,170.0,7,65,51,4,100.0,0,0,0,1,1,0,0,0,1,0,0,0
164,452084,736263,1.0,1.0,False,23.0,True,True,4,2.0,462.0,3,60,290,33,94.0,0,0,1,0,0,0,1,0,1,0,0,0
165,453187,734622,1.0,1.0,True,1.0,True,True,4,1.0,149.0,3,60,316,215,95.0,0,0,0,1,0,0,0,1,1,0,0,0
166,458245,734604,1.0,0.74,False,12.0,True,True,6,2.0,60.0,1,1125,281,28,81.0,0,0,1,0,1,0,0,0,1,0,0,0
167,461418,734605,0.96,0.9,False,7.0,True,True,6,3.0,176.0,1,365,258,214,95.0,0,0,0,1,1,0,0,0,1,0,0,0
168,461449,734627,1.0,0.86,False,1.0,True,True,2,1.0,86.0,4,95,276,153,96.0,0,0,0,1,1,0,0,0,1,0,0,0
169,465622,734630,1.0,1.0,True,6.0,True,False,4,1.0,156.0,3,1125,343,115,97.0,0,0,0,1,0,0,0,1,1,0,0,0
170,479121,734873,1.0,0.95,True,4.0,True,True,8,1.0,90.0,1,30,182,221,95.0,0,0,0,1,1,0,0,0,1,0,0,0
171,485229,734640,1.0,0.86,False,2.0,True,False,2,1.0,172.0,3,29,225,26,95.0,0,0,1,0,0,1,0,0,0,0,1,0
172,485244,734640,1.0,0.86,False,2.0,True,False,3,1.0,212.0,5,31,243,21,93.0,0,0,1,0,0,1,0,0,0,0,1,0
173,485291,734873,1.0,0.95,True,4.0,True,True,4,1.0,91.0,1,29,166,245,96.0,0,0,0,1,1,0,0,0,1,0,0,0
174,485379,734564,1.0,0.5,False,2.0,True,True,4,1.0,45.0,2,1125,197,11,91.0,0,0,1,0,1,0,0,0,1,0,0,0
175,496129,734646,1.0,0.67,False,12.0,True,True,4,1.0,144.0,1,30,221,67,93.0,0,0,0,1,1,0,0,0,1,0,0,0
176,499013,734646,1.0,0.67,False,12.0,True,True,4,1.0,144.0,1,30,222,50,93.0,0,0,0,1,1,0,0,0,1,0,0,0
177,512183,734619,0.93,0.47,False,1.0,True,False,6,2.0,350.0,1,1125,287,24,94.0,0,0,1,0,0,1,0,0,1,0,0,0
178,517327,734599,0.9,1.0,True,9.0,True,True,6,3.0,279.0,1,365,325,25,97.0,0,0,0,1,0,0,1,0,1,0,0,0
179,519698,734646,1.0,0.67,False,12.0,True,True,2,1.0,86.0,1,30,221,45,90.0,0,0,0,1,1,0,0,0,1,0,0,0
180,519759,734646,1.0,0.67,False,12.0,True,True,4,1.0,121.0,1,30,221,35,91.0,0,0,0,1,1,0,0,0,1,0,0,0
181,519789,734646,1.0,0.67,False,12.0,True,True,4,1.0,121.0,1,30,222,34,88.0,0,0,0,1,1,0,0,0,1,0,0,0
182,522085,734599,0.9,1.0,True,9.0,True,True,2,1.0,174.0,1,365,351,34,100.0,0,0,0,1,0,0,1,0,1,0,0,0
183,523562,734661,1.0,0.77,False,1.0,True,True,4,2.0,250.0,3,1125,337,124,93.0,0,0,0,1,0,0,0,1,1,0,0,0
184,524333,734599,0.9,1.0,True,9.0,True,True,2,1.0,174.0,1,365,353,24,100.0,0,0,0,1,0,0,1,0,1,0,0,0
185,525821,734728,0.5,0.67,False,1.0,True,False,4,2.0,250.0,4,185,259,93,86.0,1,0,0,0,0,0,1,0,1,0,0,0
186,531664,734525,1.0,0.67,True,3.0,True,True,4,1.0,119.0,2,60,364,156,98.0,0,0,1,0,1,0,0,0,0,0,1,0
187,533471,734599,0.9,1.0,True,9.0,True,True,2,1.0,160.0,1,365,282,39,98.0,0,0,0,1,0,0,1,0,1,0,0,0
188,533482,734599,0.9,1.0,True,9.0,True,True,2,1.0,153.0,1,365,351,30,99.0,0,0,0,1,0,0,1,0,1,0,0,0
